"Check ID","Title","Severity","Repository","SCM Link","File Path","Lines","First Seen","Repository Status","Package","Installed Version","Fixed Version","Vendor Fix","Reachability","Direct","Package Roots","EPSS Score","CISA Published Date"
"CVE-2021-42740","The shell-quote package before 1.7.3 for Node.js allows command inject ...","CRITICAL","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","shell-quote","1.7.2","1.7.3","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-7693","npmjs-sockjs: incorrect handling of upgrade header with the value websocket leads to DoS","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","sockjs","0.3.19","0.3.20","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-27290","nodejs-ssri: Regular expression DoS (ReDoS) when parsing malicious SRI in strict mode","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","ssri","6.0.1","6.0.2, 7.1.1, 8.0.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-27290","nodejs-ssri: Regular expression DoS (ReDoS) when parsing malicious SRI in strict mode","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","ssri","7.1.0","6.0.2, 7.1.1, 8.0.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-25858","terser: insecure use of regular expressions leads to ReDoS","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","terser","4.7.0","4.8.1, 5.14.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-3777","tmpl vulnerable to Inefficient Regular Expression Complexity which may lead to resource exhaustion","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","tmpl","1.0.4","1.0.5","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2023-26136","tough-cookie: prototype pollution in cookie memstore","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","tough-cookie","2.5.0","4.1.3","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-0686","npm-url-parse: Authorization bypass through user-controlled key","CRITICAL","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","url-parse","1.4.7","1.5.8","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-27515","nodejs-url-parse: mishandling certain uses of backslash may lead to confidentiality compromise","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","url-parse","1.4.7","1.5.0","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-3664","nodejs-url-parse: URL Redirection to Untrusted Site","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","url-parse","1.4.7","1.5.2","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-0512","nodejs-url-parse: authorization bypass through user-controlled key","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","url-parse","1.4.7","1.5.6","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-0639","npm-url-parse: Authorization Bypass Through User-Controlled Key","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","url-parse","1.4.7","1.5.7","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2022-0691","npm-url-parse: authorization bypass through user-controlled key","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","url-parse","1.4.7","1.5.9","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-29180","webpack-dev-middleware: lack of URL validation may lead to file leak","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","webpack-dev-middleware","3.7.2","7.1.0, 6.1.2, 5.3.4","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-7662","npmjs-websocket-extensions: ReDoS vulnerability in Sec-WebSocket-Extensions parser","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","websocket-extensions","0.1.3","0.1.4","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2023-26115","word-wrap: ReDoS","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","word-wrap","1.2.3","1.2.4","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-37890","nodejs-ws: denial of service when handling a request with many HTTP headers","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","ws","5.2.2","5.2.4, 6.2.3, 7.5.10, 8.17.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-32640","nodejs-ws: Specially crafted value of the `Sec-Websocket-Protocol` header can be used to significantly slow down a ws server","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","ws","5.2.2","7.4.6, 6.2.2, 5.2.3","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2024-37890","nodejs-ws: denial of service when handling a request with many HTTP headers","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","ws","6.2.1","5.2.4, 6.2.3, 7.5.10, 8.17.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2021-32640","nodejs-ws: Specially crafted value of the `Sec-Websocket-Protocol` header can be used to significantly slow down a ws server","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","ws","6.2.1","7.4.6, 6.2.2, 5.2.3","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-7774","nodejs-y18n: prototype pollution vulnerability","HIGH","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","y18n","4.0.0","3.2.2, 4.0.1, 5.0.5","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2020-7608","nodejs-yargs-parser: prototype pollution vulnerability","MEDIUM","reactjs-application","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AQ/repos/reactjs-application/browse/package.json?at=b0ef994fbbe287222b27043be2b0aebd495e665e#1","package.json","N/A","2025-01-26T12:45:59.886Z","Active","yargs-parser","11.1.1","13.1.2, 15.0.1, 18.1.1, 5.0.1","Yes","No","No","react-scripts@3.4.1","N/A","N/A"
"CVE-2014-3617","Moodle allows discovery of an author's username","MEDIUM","billy-e2e","","artifacts/php/composer.lock","N/A","2025-01-26T12:40:15.850Z","Active","moodle/moodle","v2.6.2","2.5.8, 2.6.5, 2.7.2","Yes","No","Yes","-","N/A","N/A"
"CVE-2015-2273","Moodle cross-site scripting (XSS) vulnerability","LOW","billy-e2e","","artifacts/php/composer.lock","N/A","2025-01-26T12:40:15.850Z","Active","moodle/moodle","v2.6.2","2.6.9, 2.7.6, 2.8.4","Yes","No","Yes","-","N/A","N/A"
"CVE-2022-44566","rubygem-activerecord: Denial of Service","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","activerecord","6.0.0","~>5.2.8, >=5.2.8.15, ~>6.1.7, >=6.1.7.1, >=7.0.4.1","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2023-22794","rubygem-activerecord: SQL Injection","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","activerecord","6.0.0","~>6.0.6, >=6.0.6.1, ~>6.1.7, >=6.1.7.1, >=7.0.4.1","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2020-8165","rubygem-activesupport: potentially unintended unmarshalling of user-provided objects in MemCacheStore and RedisCacheStore","CRITICAL","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","activesupport","6.0.0","~>5.2.4, >=5.2.4.3, >=6.0.3.1","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2023-22796","rubygem-activesupport: Regular Expression Denial of Service","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","activesupport","6.0.0","~>5.2.8, >=5.2.8.15, ~>6.1.7, >=6.1.7.1, >=7.0.4.1","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2019-18197","libxslt: use after free in xsltCopyText in transform.c could lead to information disclosure","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","nokogiri","1.10.4",">=1.10.5","Yes","No","No","acl9@3.1.0","N/A","N/A"
"GHSA-cgx6-hpwq-fhv5","Integer Overflow or Wraparound in libxml2 affects Nokogiri","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","nokogiri","1.10.4",">=1.13.5","Yes","No","No","acl9@3.1.0","N/A","N/A"
"GHSA-fq42-c5rg-92c2","Vulnerable dependencies in Nokogiri","HIGH","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","nokogiri","1.10.4","1.13.2","Yes","No","No","acl9@3.1.0","N/A","N/A"
"GHSA-2qc6-mcvw-92cw","Update bundled libxml2 to v2.10.3 to resolve multiple CVEs","MEDIUM","billy-e2e","","artifacts/ruby/gemspec/Gemfile.lock","N/A","2025-01-26T12:40:15.850Z","Active","nokogiri","1.10.4",">=1.13.9","Yes","No","No","acl9@3.1.0","N/A","N/A"
"CVE-2022-27191","golang: crash in a golang.org/x/crypto/ssh server","HIGH","billy-e2e","","artifacts/go/go.mod","N/A","2025-01-26T12:40:15.850Z","Active","golang.org/x/crypto","0.0.0-20200429183012-4b2356b1ed79","0.0.0-20220314234659-1baeb1ce4c0b","Yes","No","Yes","-","N/A","N/A"
"CVE-2023-48795","ssh: Prefix truncation attack on Binary Packet Protocol (BPP)","MEDIUM","billy-e2e","","artifacts/go/go.mod","N/A","2025-01-26T12:40:15.850Z","Active","golang.org/x/crypto","0.0.0-20200429183012-4b2356b1ed79","0.17.0","Yes","No","Yes","-","N/A","N/A"
"CVE-2022-24999","express: ""qs"" prototype poisoning causes the hang of the node process","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#22","artifacts/docker/image/package.json","22","2025-01-26T12:40:15.850Z","Active","qs","6.5.1","6.10.3, 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, 6.2.4","Yes","No","No","body-parser@1.18.2","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#22","artifacts/docker/image/package.json","22","2025-01-26T12:40:15.850Z","Active","body-parser","1.18.2","1.20.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-45590","body-parser: Denial of Service Vulnerability in body-parser","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#21","artifacts/docker/image/package.json","21","2025-01-26T12:40:15.850Z","Active","body-parser","1.20.0","1.20.3","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2020-7610","bson: Deserialization of Untrusted Data could result in Code injection or Excessive CPU load","CRITICAL","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#25","artifacts/docker/image/package.json","25","2025-01-26T12:40:15.850Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2019-2391","Incorrect parsing of certain JSON input may result in js-bson not corr ...","MEDIUM","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#25","artifacts/docker/image/package.json","25","2025-01-26T12:40:15.850Z","Active","bson","1.0.9","1.1.4","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-47764","cookie: cookie accepts cookie name, path, and domain with out of bounds characters","LOW","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#21","artifacts/docker/image/package.json","21","2025-01-26T12:40:15.850Z","Active","cookie","0.5.0","0.7.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2022-24434","dicer: nodejs service crash by sending a crafted payload","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#24","artifacts/docker/image/package.json","24","2025-01-26T12:40:15.850Z","Active","dicer","0.2.5","-","No","No","No","multer@1.4.1","N/A","N/A"
"CVE-2024-29041","express: cause malformed URLs to be evaluated","MEDIUM","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#21","artifacts/docker/image/package.json","21","2025-01-26T12:40:15.850Z","Active","express","4.18.1","4.19.2, 5.0.0-beta.3","Yes","No","Yes","-","N/A","N/A"
"CVE-2024-43796","express: Improper Input Handling in Express Redirects","LOW","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#21","artifacts/docker/image/package.json","21","2025-01-26T12:40:15.850Z","Active","express","4.18.1","4.20.0, 5.0.0","Yes","No","Yes","-","N/A","N/A"
"GHSA-mh5c-679w-hh4r","Denial of Service in mongodb","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#25","artifacts/docker/image/package.json","25","2025-01-26T12:40:15.850Z","Active","mongodb","2.2.36","3.1.13","Yes","No","No","multer-gridfs-storage@1.1.0","N/A","N/A"
"CVE-2024-45296","path-to-regexp: Backtracking regular expressions cause ReDoS","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#21","artifacts/docker/image/package.json","21","2025-01-26T12:40:15.850Z","Active","path-to-regexp","0.1.7","1.9.0, 0.1.10, 8.0.0, 3.3.0, 6.3.0","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2024-52798","path-to-regexp: path-to-regexp Unpatched `path-to-regexp` ReDoS in 0.1.x","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#21","artifacts/docker/image/package.json","21","2025-01-26T12:40:15.850Z","Active","path-to-regexp","0.1.7","0.1.12","Yes","No","No","express@4.18.1","N/A","N/A"
"CVE-2021-29469","Node-redis is a Node.js Redis client. Before version 3.1.1, when a cli ...","HIGH","billy-e2e","https://bitbucket8.aquaseclabs.com:8090/bitbucket/projects/AR/repos/billy-e2e/browse/artifacts/docker/image/package.json?at=0d236d9b93e321189fcf1963dd2a303582021de7#20","artifacts/docker/image/package.json","20","2025-01-26T12:40:15.850Z","Active","redis","3.0.2","3.1.1","Yes","No","Yes","-","N/A","N/A"
